condition,question_id,iteration,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,latency_ms,prompt_chars
NO_SHOT,CR13,3,False,"Invalid SQL: the join hint 'district.district_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_id, district.district_name, loan.default_rate
FROM district
JOIN account ON district.district_id_link
JOIN loan ON account.account_id_link
GROUP BY district.district_id, district.district_name
HAVING loan.default_rate > 10;",,"SELECT district.A2 AS district_name, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 HAVING default_rate > 10 ORDER BY default_rate DESC",7407,7140
NO_SHOT,CR13,4,False,"Invalid SQL: the join hint 'loan.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_name, loan.default_rate
FROM loan JOIN account ON loan.account_id_link
JOIN district ON account.district_link
GROUP BY district.district_name
HAVING loan.default_rate > 10;",,"SELECT district.A2 AS district_name, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 HAVING default_rate > 10 ORDER BY default_rate DESC",1181,7140
NO_SHOT,CR07,0,False,,"Generated SQL error: Execution failed on sql 'SELECT district.A3, COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END)
FROM loan JOIN account ON loan.account_id = account.account_id JOIN disp ON disp.account_id = account.account_id JOIN client ON disp.client_id = client.client_id JOIN district ON account.district_id = district.district_id GROUP BY district.A3
HAVING COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) = (SELECT MAX(default_count)
                             FROM loan JOIN account ON loan.account_id = account.account_id JOIN disp ON disp.account_id = account.account_id JOIN client ON disp.client_id = client.client_id JOIN district ON account.district_id = district.district_id GROUP BY district.A3)': no such column: default_count","SELECT district.region, loan.default_count
FROM loan JOIN account ON loan.account_link
JOIN disp ON account.disp_link
JOIN client ON disp.client_link
JOIN district ON account.district_link
GROUP BY district.region
HAVING loan.default_count = (SELECT MAX(default_count)
                             FROM loan JOIN account ON loan.account_link
                             JOIN disp ON account.disp_link
                             JOIN client ON disp.client_link
                             JOIN district ON account.district_link
                             GROUP BY district.region)","SELECT district.A3, COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END)
FROM loan JOIN account ON loan.account_id = account.account_id JOIN disp ON disp.account_id = account.account_id JOIN client ON disp.client_id = client.client_id JOIN district ON account.district_id = district.district_id GROUP BY district.A3
HAVING COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) = (SELECT MAX(default_count)
                             FROM loan JOIN account ON loan.account_id = account.account_id JOIN disp ON disp.account_id = account.account_id JOIN client ON disp.client_id = client.client_id JOIN district ON account.district_id = district.district_id GROUP BY district.A3)","SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",2298,7097
NO_SHOT,CR07,1,False,"Invalid SQL: the join hint 'loan.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.region, loan.default_count
FROM loan JOIN account ON loan.account_id_link
JOIN disp ON account.account_id_link
JOIN client ON disp.client_id_link
JOIN district ON account.district_link
WHERE loan.default_count > 0
GROUP BY district.region
ORDER BY loan.default_count DESC
LIMIT 1;",,"SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",1782,7097
NO_SHOT,CR07,2,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT district.region, loan.default_count
FROM loan 
JOIN account ON loan.account_link
JOIN disp ON account.disp_link
JOIN client ON disp.client_link
JOIN district ON account.district_link
WHERE loan.default_count > 0
GROUP BY district.region
ORDER BY loan.default_count DESC
LIMIT 1;",,"SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",1741,7097
NO_SHOT,CR07,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT district.region, loan.default_count
FROM loan JOIN account ON loan.account_link
JOIN disp ON account.disp_link
JOIN client ON disp.client_link
JOIN district ON account.district_link
WHERE loan.default_count > 0
GROUP BY district.region
ORDER BY loan.default_count DESC
LIMIT 1;",,"SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",1862,7097
NO_SHOT,CR07,4,False,"Invalid SQL: the join hint 'loan.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.region, loan.default_count
FROM loan JOIN account ON loan.account_id_link
JOIN disp ON account.account_id_link = disp.account_link
JOIN client ON disp.client_link = client.client_id_link
JOIN district ON account.district_link = district.district_id_link
WHERE loan.default_count > 0
GROUP BY district.region
HAVING loan.default_count = MAX(loan.default_count)
ORDER BY loan.default_count DESC
LIMIT 1;",,"SELECT district.A3 AS region, COUNT(loan.loan_id) AS default_count FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' GROUP BY district.A3 ORDER BY default_count DESC LIMIT 1",2583,7097
NO_SHOT,CR23,0,False,"Invalid SQL: the join hint 'account.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
  IFNULL(MAX(trans.avg_balance) - MIN(trans.avg_balance), 0) AS balance_trend,
  CASE 
    WHEN loan.default_rate > 0 THEN 'defaulted_loans' 
    ELSE 'non_defaulted_loans' 
  END AS loan_status
FROM account 
JOIN loan ON account.account_id_link 
JOIN trans ON account.account_id_link 
GROUP BY loan_status
HAVING loan.default_count > 0 OR loan.default_count = 0;",,"SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",3044,7231
NO_SHOT,CR23,1,False,"Invalid SQL: the join hint 'account.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
    loan.default_count,
    IFNULL(trans.last_balance - trans.first_balance, 0) AS balance_trend
FROM 
    account 
JOIN 
    loan ON account.account_id_link 
JOIN 
    trans ON account.account_id_link 
GROUP BY 
    loan.default_count
HAVING 
    loan.default_count > 0 OR loan.default_count = 0;",,"SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",4284,7231
NO_SHOT,CR23,2,False,"Invalid SQL: the join hint 'account.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
    loan.default_count,
    AVG(trans.last_balance - trans.first_balance) AS avg_balance_trend
FROM 
    account 
JOIN 
    loan ON account.account_id_link 
JOIN 
    trans ON account.account_id_link 
GROUP BY 
    loan.default_count;",,"SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",2856,7231
NO_SHOT,CR23,3,False,"Invalid SQL: the join hint 'account.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
  loan.default_count,
  AVG(trans.last_balance - trans.first_balance) AS avg_balance_trend
FROM 
  account 
JOIN 
  loan ON account.account_id_link 
JOIN 
  trans ON account.account_id_link 
GROUP BY 
  loan.default_count
HAVING 
  loan.default_count > 0 OR loan.default_count = 0;",,"SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",4876,7231
NO_SHOT,CR23,4,False,"Invalid SQL: the join hint 'account.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
  loan.default_rate,
  IFNULL(trans.last_balance, 0) - IFNULL(trans.first_balance, 0) AS balance_trend
FROM 
  account 
JOIN 
  loan ON account.account_id_link 
JOIN 
  trans ON account.account_id_link 
GROUP BY 
  loan.default_rate 
HAVING 
  loan.running_count > 0;",,"SELECT loan_group, AVG(balance_trend) AS avg_balance_trend FROM (SELECT CASE WHEN loan.status IN ('B','D') THEN 'defaulted' ELSE 'non_defaulted' END AS loan_group, (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date DESC LIMIT 1) - (SELECT balance FROM trans WHERE account_id = loan.account_id ORDER BY date ASC LIMIT 1) AS balance_trend FROM loan) GROUP BY loan_group",6142,7231
NO_SHOT,CR16,0,False,"Invalid SQL: the join hint 'account.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT COUNT(DISTINCT account.account_id) 
FROM account 
JOIN trans ON account.account_id_link 
WHERE trans.avg_balance < 0;",,SELECT COUNT(DISTINCT account_id) FROM trans WHERE balance < 0,6174,7144
NO_SHOT,CR16,1,False,"Invalid SQL: the join hint 'account.account_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT count(account.account_id)
FROM account 
JOIN trans ON account.account_id_link
WHERE trans.avg_balance < 0;",,SELECT COUNT(DISTINCT account_id) FROM trans WHERE balance < 0,2305,7144
